Quantifier             Metric             selectedModel                                      nAr*             r             R             Psi             Cd
swipeQuality           Cd_psi           idf_vanilla_lgtranet_k3-5_1-2-1pt5_sensorAcc_bdb.npz    0.0456           2.0           1.1249           3.3055           0.0972
swipeQuality           euclid           idf_vanilla_bdLSTM_1-pt5-1pt5_sensorAcc_bdb.npz           0.0451           2.0           1.1602           3.2972           0.1091
swipeQuality           corr           idf_vanilla_bdLSTM_1-pt5-1pt5_sensorAcc_bdb.npz           0.0451           2.0           1.1602           3.2972           0.1091
swipeQuality           DCG           idf_vanilla_bdLSTM_1-pt5-1pt5_sensorAcc_bdb.npz           0.0451           2.0           1.1602           3.2972           0.1091
swipeQuality           Kendall           idf_vanilla_lgtranet_k3-5_1-pt5-pt1_sensorAcc_bdb.npz  0.0375           2.0           1.1077           3.3458           0.3527
swipeQuality           ERR           idf_vanilla_bdLSTM_1-pt5-1pt5_sensorAcc_bdb.npz           0.0451           2.0           1.1602           3.2972           0.1091
swipeQuality           U           idf_vanilla_bdLSTM_1-pt5-1pt5_sensorAcc_bdb.npz           0.0451           2.0           1.1602           3.2972           0.1091
swipeQuality           GRE           idf_vanilla_lgtranet_k3-5_1-pt5-pt1_sensorAcc_bdb.npz    0.0375           2.0           1.1077           3.3458           0.3527
swipeQuality           infAp           idf_vanilla_lgtranet_k3-5_1-pt5-pt1_sensorAcc_bdb.npz  0.0375           2.0           1.1077           3.3458           0.3527
swipeQuality           NegRel           idf_vanilla_bdLSTM_1-1-1_sensorAcc_bdb.npz            0.0456           2.0           0.9999           3.3133           0.1243
swipeQuality           RPP           idf_vanilla_bdLSTM_1-1-1pt5_sensorAcc_bdb.npz              0.053           2.0           0.9635           3.3844           0.1221
swipeQuality           relEnt           idf_vanilla_bdLSTM_1-pt5-1pt5_sensorAcc_bdb.npz         0.0451           2.0           1.1602           3.2972           0.1091
