Quantifier             Metric             selectedModel                                  nAr*             r             R             Psi             Cd
genCapacity           Ar_psi          idf_vanilla_lgtranet_k3-5_1-pt5-pt5_sensorGyro_bdb.npz           0.0966           1.75           2.067           3.2496           0.1387
genCapacity           Cd_psi          idf_vanilla_bdLSTM_1-1-1pt5_sensorGyro_bdb.npz                 0.0896           1.5           2.067           3.2496           0.0965
genCapacity           euclid          idf_vanilla_bdLSTM_1-1-1_sensorGyro_bdb.npz                   0.0847           1.5           2.067           3.2496           0.1712
genCapacity           corr          idf_vanilla_bdLSTM_1-1-1_sensorGyro_bdb.npz                     0.0847           1.5           2.067           3.2496           0.1712
genCapacity           DCG          idf_vanilla_bdLSTM_1-1-1_sensorGyro_bdb.npz                      0.0847           1.5           2.067           3.2496           0.1712
genCapacity           Kendall          idf_vanilla_bdLSTM_1-pt5-pt5_sensorGyro_bdb.npz           0.0852           1.5           2.067           3.2496           0.1638
genCapacity           ERR          idf_vanilla_bdLSTM_1-1-1_sensorGyro_bdb.npz                       0.0847           1.5           2.067           3.2496           0.1712
genCapacity           U          idf_vanilla_bdLSTM_1-1-1_sensorGyro_bdb.npz                        0.0847           1.5           2.067           3.2496           0.1712
genCapacity           GRE          idf_vanilla_lgtranet_k3-5_1-pt5-pt1_sensorGyro_bdb.npz           0.092           1.75           2.067           3.2496           0.2042
genCapacity           infAp          idf_vanilla_lgtranet_k3-5_1-pt5-pt1_sensorGyro_bdb.npz           0.092           1.75           2.067           3.2496           0.2042
genCapacity           NegRel          idf_vanilla_bdLSTM_1-2-pt5_sensorGyro_bdb.npz                 0.0444           2.0           2.067           3.2496           0.1827
genCapacity           RPP          idf_vanilla_bdLSTM_1-1-1_sensorGyro_bdb.npz                      0.0847           1.5           2.067           3.2496           0.1712
genCapacity           relEnt          idf_vanilla_bdLSTM_1-1-1pt5_sensorGyro_bdb.npz                0.0896           1.5           2.067           3.2496           0.0965

swipeQuality           Ar*          idf_vanilla_bdLSTM_1-pt5-pt1_sensorGyro_bdb.npz           0.4304           1.0           3.7024           2.6411           0.2465
swipeQuality           R          idf_vanilla_bdLSTM_1-pt5-pt1_sensorGyro_bdb.npz           0.4304           1.0           3.7024           2.6411           0.2465
swipeQuality           psi          idf_vanilla_lgtranet_k3-5_1-2-pt1_sensorGyro_bdb.npz     0.0426           2.0           1.7584           2.4643           0.1398
swipeQuality           r          idf_vanilla_bdLSTM_1-pt5-pt1_sensorGyro_bdb.npz           0.4304           1.0           3.7024           2.6411           0.2465
swipeQuality           Ar          idf_vanilla_bdLSTM_1-pt5-pt1_sensorGyro_bdb.npz           0.4304           1.0           3.7024           2.6411           0.2465
swipeQuality           ArCd          idf_vanilla_bdLSTM_1-pt5-pt1_sensorGyro_bdb.npz           0.4304           1.0           3.7024           2.6411           0.2465
swipeQuality           Ar_psi          idf_vanilla_bdLSTM_1-pt5-pt1_sensorGyro_bdb.npz           0.4304           1.0           3.7024           2.6411           0.2465
swipeQuality           Cd_psi          idf_vanilla_lgtranet_k3-5_1-2-pt1_sensorGyro_bdb.npz           0.0426           2.0           1.7584           2.4643           0.1398
