dataset      quants      measure1      measure2      CorrSpear      pValSpear      CorrKend      pValKend
ntu_120      swipeQuality      euclid      Ar_star      -0.9488      0.0      -0.8308      0.0
ntu_120      dgbqa      corr      Ar_star      0.7567      0.0      0.5769      0.0
ntu_120      deltaDistance      corr      Ar_star      0.7889      0.0      0.6103      0.0
ntu_120      genCapacity      corr      Ar_star      0.9178      0.0      0.7592      0.0
ntu_120      masterFace      corr      Ar_star      nan      nan      nan      nan
ntu_120      swipeQuality      corr      Ar_star      0.9488      0.0      0.8308      0.0
ntu_120      dgbqa      Kendall      Ar_star      -0.7567      0.0      -0.5965      0.0
ntu_120      deltaDistance      Kendall      Ar_star      -0.3834      0.0146      -0.291      0.02
ntu_120      genCapacity      Kendall      Ar_star      -0.5124      0.0007      -0.4437      0.0004
ntu_120      masterFace      Kendall      Ar_star      -0.1195      0.4625      -0.0975      0.4575
ntu_120      swipeQuality      Kendall      Ar_star      0.7621      0.0      0.642      0.0
ntu_120      dgbqa      DCG      Ar_star      0.5696      0.0001      0.4615      0.0
ntu_120      deltaDistance      DCG      Ar_star      0.7846      0.0      0.6077      0.0
ntu_120      genCapacity      DCG      Ar_star      0.9007      0.0      0.7592      0.0
ntu_120      masterFace      DCG      Ar_star      -0.5632      0.0002      -0.339      0.0041
ntu_120      swipeQuality      DCG      Ar_star      0.9882      0.0      0.9333      0.0

ntu_120      dgbqa      err      Ar_star      0.0426      0.7941      0.0154      0.8888
ntu_120      deltaDistance      err      Ar_star      0.267      0.0958      0.2231      0.0426
ntu_120      genCapacity      err      Ar_star      0.8546      0.0      0.7078      0.0
ntu_120      masterFace      err      Ar_star      0.7788      0.0      0.6162      0.0
ntu_120      swipeQuality      err      Ar_star      0.9878      0.0      0.9308      0.0

ntu_120      dgbqa      U      Ar_star      0.3171      0.0462      0.2462      0.0253
ntu_120      deltaDistance      U      Ar_star      0.6919      0.0      0.5308      0.0
ntu_120      genCapacity      U      Ar_star      0.9259      0.0      0.7694      0.0
ntu_120      masterFace      U      Ar_star      -0.5927      0.0001      -0.3774      0.0014
ntu_120      swipeQuality      U      Ar_star      0.9767      0.0      0.8949      0.0

ntu_120      dgbqa      gre      Ar_star      -0.2804      0.0797      -0.2613      0.0315
ntu_120      deltaDistance      gre      Ar_star      -0.5573      0.0002      -0.3973      0.0005
ntu_120      genCapacity      gre      Ar_star      -0.5973      0.0      -0.3948      0.0006
ntu_120      masterFace      gre      Ar_star      -0.7242      0.0      -0.5252      0.0
ntu_120      swipeQuality      gre      Ar_star      -0.6835      0.0      -0.4963      0.0001

ntu_120      dgbqa      infAp      Ar_star      0.2207      0.1711      0.1978      0.1078
ntu_120      deltaDistance      infAp      Ar_star      0.6802      0.0      0.5089      0.0
ntu_120      genCapacity      infAp      Ar_star      0.7      0.0      0.5336      0.0
ntu_120      masterFace      infAp      Ar_star      0.7727      0.0      0.6067      0.0
ntu_120      swipeQuality      infAp      Ar_star      0.8644      0.0      0.7299      0.0
ntu_120      dgbqa      neg_rel      Ar_star      0.5874      0.0001      0.4538      0.0
ntu_120      deltaDistance      neg_rel      Ar_star      0.3441      0.0297      0.3      0.0064
ntu_120      genCapacity      neg_rel      Ar_star      0.7986      0.0      0.7078      0.0
ntu_120      masterFace      neg_rel      Ar_star      0.8384      0.0      0.6958      0.0
ntu_120      swipeQuality      neg_rel      Ar_star      0.9811      0.0      0.9051      0.0
ntu_120      dgbqa      rpp      Ar_star      0.458      0.003      0.341      0.0019
ntu_120      deltaDistance      rpp      Ar_star      0.6961      0.0      0.5308      0.0
ntu_120      genCapacity      rpp      Ar_star      0.3731      0.0177      0.2243      0.0435
ntu_120      masterFace      rpp      Ar_star      0.7369      0.0      0.4688      0.0001
ntu_120      swipeQuality      rpp      Ar_star      0.7962      0.0      0.5333      0.0
